species	160	98	H1_4WK	H2_4WK	H3_4WK	H4_4WK	H5_4WK	H6_4WK	L1_4WK	L2_4WK	L3_4WK	L4_4WK	L5_4WK	L6_4WK
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._M62/1	1502	3	6	1	5	3	2	1	4360	4812	5093	4349	6929	4898
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._SY8519	37	0	0	0	0	0	0	0	5	5	13	15	19	3
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella_hathewayi	18106	0	0	0	0	0	0	0	19105	22690	20464	17584	20702	17008
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Oxobacter;s__Oxobacter_pfennigii	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__;s__Clostridiales_bacterium_S5-A14a	10	0	0	0	0	0	0	0	0	1	3	1	3	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__;s__[Eubacterium]_brachy	14	0	0	0	0	0	0	0	0	0	1	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__;s__[Eubacterium]_nodatum	3	0	0	0	0	0	0	0	1	1	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__;s__[Eubacterium]_sulci	0	0	0	0	0	0	0	0	0	2	3	4	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Anaerovorax;s__Anaerovorax_odorimutans	3	0	0	0	0	0	0	0	0	2	1	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_timidum	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium_woodii	0	0	5	6	7	2	3	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__Anaerofustis_stercorihominis	10	0	0	0	0	0	0	0	55	106	95	87	129	77
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_limosum	2464	0	0	0	1	0	0	0	2354	2123	3457	2639	4458	2108
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_plexicaudatum	21	0	0	0	2	0	0	0	24	28	35	31	64	28
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus	2035	0	414	402	239	505	594	463	1974	2879	2688	2649	2346	3068
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._14-2	12	0	15	10	15	14	22	19	26	37	17	41	39	27
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._3_1_31	1307	13	469	868	283	878	1033	888	1233	1611	478	499	780	1399
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._AB3007	9	0	0	0	0	0	0	0	1	1	0	0	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._ER2	218	0	0	0	0	0	0	0	206	233	164	157	175	181
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ventriosum	367	17	11	399	13	13	91	16	852	1124	1753	2464	1249	1262
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_xylanophilum	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_cellulosolvens	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens	143	0	0	0	0	0	0	0	14	21	11	10	11	4
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii	372	3	99	111	51	146	140	126	12	20	19	20	16	8
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter_alactolyticus	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_10-1	7	0	2	1	0	0	0	1	14	18	28	16	26	17
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_28-4	14	0	0	0	1	1	0	0	12	28	12	11	20	21
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_2_1_46FAA	15	0	55	65	28	90	87	101	24	26	17	31	35	24
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_3-1	27	3	7	12	8	10	5	5	21	21	28	34	32	22
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_3-2	9	0	1	0	0	0	0	0	9	10	2	4	10	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_A2	116	0	0	0	0	0	0	1	113	139	185	134	192	165
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_A4	5	0	0	1	0	0	0	0	39	41	30	26	35	37
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_AC2029	0	0	0	0	0	0	0	0	2	2	2	0	4	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_AC3007	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_AD3010	0	0	0	0	0	0	0	0	1	2	0	1	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_COE1	42	0	76	56	42	126	73	112	35	35	21	11	23	24
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_FE2018	0	0	0	0	0	0	0	0	2	0	1	0	1	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_M18-1	29	0	0	0	0	0	0	0	23	22	24	29	31	34
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_MA2020	0	0	0	0	0	0	0	0	1	2	1	0	0	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_MC2017	4	0	0	0	0	0	0	0	9	2	3	0	6	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_NC2004	0	0	0	0	0	0	0	0	2	6	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_ND2006	0	0	0	0	0	0	0	0	1	0	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_TF01-11	81	0	0	0	0	0	0	0	16	28	21	26	34	10
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_TWA4	0	0	0	0	0	0	0	0	0	3	1	2	3	4
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_YSB2008	1	0	0	0	0	0	0	0	1	1	2	0	2	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_oral_taxon_500	19	0	0	0	0	0	0	0	0	1	1	8	5	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium]_rectale	9250	12	230	300	155	271	354	255	489	641	818	459	674	547
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_caccae	88	57	0	0	0	0	0	0	955	1354	3286	1636	1687	841
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus	5788	0	0	0	0	0	0	0	12	23	44	36	18	27
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii	226	2	50	38	41	35	49	42	225	294	230	170	255	220
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica	710	1	96	73	30	119	104	92	619	830	978	788	1402	851
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum	41629	1086	675	632	387	833	966	712	342	401	618	584	430	353
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta	62	0	16	24	16	24	16	23	139	185	261	228	261	167
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_schinkii	47	0	6	5	3	4	6	3	55	69	63	62	105	69
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732	7350	14	57	55	50	65	81	67	2580	3447	3808	2792	3544	2672
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus	266	0	269	288	194	326	340	269	126	121	112	113	151	91
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques	12837	246	56907	52379	36058	70174	76983	61507	5689	5873	2252	3132	8239	6146
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_crossotus	73	0	0	0	0	0	0	1	21	28	25	34	27	16
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_hungatei	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_proteoclasticus	2	0	0	0	0	0	0	0	0	1	0	1	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_sp._AE3004	0	0	0	0	0	0	0	0	0	3	5	4	5	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_morbi	6	0	0	1	32	6	1	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes	776	15	156	149	84	187	235	181	153	146	316	314	240	115
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus	159	1	0	0	0	0	0	0	73	135	89	73	119	95
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp._HPP0048	45	0	458	486	271	516	683	469	26	44	22	22	32	39
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans	690	9	67	67	34	89	99	92	543	550	487	472	511	412
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena	334	4	2	3	2	3	5	1	150	205	3170	2552	412	173
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp._5-2	27	0	37	30	31	19	24	13	159	213	202	166	236	186
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi	11417	0	0	0	0	0	0	0	6635	7997	5336	4760	7235	8172
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_contorta	602	9	732	420	476	457	609	414	1238	1431	1421	1339	1384	1195
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_fissicatena	864	0	0	0	0	0	0	0	11	6	13	10	20	5
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella_ignava	34	0	0	0	1	0	0	0	23	23	50	42	38	33
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_saburreum	23	0	0	0	0	0	0	0	13	19	19	12	13	19
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_sp._OBRC5-5	19	0	0	0	0	0	0	0	14	18	20	13	15	20
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium_bovis	1	0	0	0	0	0	0	0	1	2	1	0	1	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phytofermentans	0	0	0	0	0	0	0	0	4	3	7	5	3	6
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_aerotolerans	0	0	76	155	55	49	112	80	0	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_aminophilum	0	2	1	0	0	0	0	0	4	3	0	5	4	4
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_asparagiforme	1257	2	0	0	1	0	0	2	1351	1480	894	648	2657	1277
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae	34866	137	19	47	30	19	35	20	3549	4631	3346	3286	5588	3215
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_celerecrescens	1	0	108096	245083	91775	87649	175206	95638	9	25	18	18	6	3
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae	3565	0	16	9	8	16	13	10	4744	6086	5657	4868	5880	5315
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_glycyrrhizinilyticum	280	0	23	20	19	19	37	22	956	894	1990	1426	3267	877
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_hylemonae	389	0	0	0	0	0	0	0	227	202	1078	728	583	223
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum	125	0	109	182	69	104	161	106	181	249	234	153	205	209
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_scindens	1804	0	217	288	191	200	183	147	100	139	544	496	137	109
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum	2111	8	1	8	3	2	2	0	15977	21555	14208	13202	25124	15489
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens	65	0	89	83	65	65	64	55	6402	6719	7623	6078	7584	6588
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_parvum	5	0	0	0	0	0	0	0	2	5	2	1	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_sinus	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio_ruminis	0	0	0	0	0	0	0	0	0	0	0	1	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella;s__Robinsoniella_peoriensis	0	0	0	0	0	0	0	0	3	3	2	5	2	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_faecis	9958	0	30	18	12	19	27	24	99	142	228	173	162	146
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis	1614	15	544	490	621	544	672	544	1256	1352	1361	922	1620	841
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis	1357	3	37	40	33	44	57	36	388	435	284	191	406	352
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_inulinivorans	7519	6	27	31	26	14	32	20	2048	2344	2986	2583	3008	2661
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas_intestinalis	27	0	40	28	30	38	21	16	179	282	217	155	128	202
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__Shuttleworthia_satelles	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum_longum	17	0	0	0	0	0	0	0	19	20	19	14	21	20
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella_nexilis	1226	15	608	511	337	726	812	614	754	859	842	782	1189	857
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__[Clostridium]_lactatifermentans	3759	0	274	309	341	219	219	174	4951	5745	8941	8450	7924	6257
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_ruminantium	2	0	0	0	0	0	0	0	1	0	0	1	1	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._1-3	5	0	3	1	6	6	3	1	3	13	6	6	28	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._ER4	1182	5	1	5	0	0	0	0	909	896	1046	829	1099	978
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp._KLE_1745	13669	2	10	4	17	7	6	5	6077	5900	7477	3864	8124	7542
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	2	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__Desulfosporosinus_acidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__Peptostreptococcaceae_bacterium_VA2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__[Clostridium]_hiranonis	1	0	13	9	7	3	9	8	1	0	0	2	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides_difficile	60	2	7	6	5	13	14	2	38	56	41	47	40	26
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor_alocis	0	0	0	0	0	0	0	0	3	2	0	1	0	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_bartlettii	22	0	11	19	11	17	23	18	3	4	4	2	1	6
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptoanaerobacter;s__Peptoanaerobacter_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_anaerobius	15	0	0	0	0	0	0	0	5	1	7	3	2	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_AE2021	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_D16	1396	9	8	7	8	6	13	3	1168	1280	1992	1406	1730	1666
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio;s__Acetivibrio_ethanolgignens	75	2	26	16	27	22	293	221	74	81	112	89	83	97
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus_senegalensis	10	0	0	0	0	0	0	0	0	0	0	1	0	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis	2999	0	18	11	15	4	2	4	1193	1098	1669	1035	1807	1524
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_sp._G3(2012)	53	0	4	4	0	3	1	2	80	76	84	59	89	69
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Bittarella;s__Bittarella_massiliensis	42	0	95	74	71	119	141	107	496	489	849	462	916	669
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Candidatus_Soleaferrea;s__Candidatus_Soleaferrea_massiliensis	5	0	0	0	0	0	0	0	32	25	80	41	44	42
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens;s__Ethanoligenens_harbinense	2	0	0	0	0	0	0	0	0	4	0	0	2	2
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	21361	16	142	91	106	127	55	67	707	767	815	554	795	1088
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella;s__Fournierella_massiliensis	345	3	25	18	11	32	22	17	270	289	346	249	390	384
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Mageeibacillus;s__Mageeibacillus_indolicus	0	0	0	0	0	0	0	0	2	0	0	1	4	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea;s__Phocea_massiliensis	88	0	0	0	0	0	0	0	723	828	1396	1032	1360	1391
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__Ruminiclostridium_thermocellum	1	0	0	0	0	0	0	0	0	1	2	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_cellulolyticum	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_cellulosi	0	0	0	0	0	0	0	0	1	0	0	0	0	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_clariflavum	0	0	0	0	0	0	0	0	1	0	0	0	1	6
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_josui	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum	1182	0	65	66	65	51	25	30	186	178	224	211	346	207
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_methylpentosum	239	1	38	40	14	27	22	11	460	548	379	412	506	502
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_sporosphaeroides	8	0	0	0	0	0	0	0	1	1	4	3	0	3
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_stercorarium	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_viride	2	0	0	0	0	0	0	0	0	1	2	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	8377	0	1	0	0	0	0	0	3	1	0	3	10	5
